"Time","Sent- Upload","Received- Download"
2024-03-03 17:31:15,17806075,-12883266
2024-03-03 17:31:30,23367347,-16905977
2024-03-03 17:31:45,25129148,-20242106
2024-03-03 17:32:00,16105362,-13829302
2024-03-03 17:32:15,5978247,-6107250
2024-03-03 17:32:30,5503700,-5062283
2024-03-03 17:32:45,7023096,-5958378
2024-03-03 17:33:00,8693400,-6789098
2024-03-03 17:33:15,10334051,-6609037
2024-03-03 17:33:30,9458750,-3745428
2024-03-03 17:33:45,6006626,-1774321
2024-03-03 17:34:00,3020305,-106144
2024-03-03 17:34:15,3322013,-2498869
2024-03-03 17:34:30,15461428,-12185968
2024-03-03 17:34:45,24332153,-19198937
2024-03-03 17:35:00,24434759,-19267470
2024-03-03 17:35:15,18253378,-14293904
2024-03-03 17:35:30,6426660,-4782620
2024-03-03 17:35:45,1569161,-1019306
2024-03-03 17:36:00,1994262,-1296580
2024-03-03 17:36:15,1920874,-1248698
2024-03-03 17:36:30,1532368,-995144
2024-03-03 17:36:45,1245108,-807828
2024-03-03 17:37:00,463690,-298206
2024-03-03 17:37:15,9274,-1712
2024-03-03 17:37:30,758354,-490461
2024-03-03 17:37:45,1626940,-1057041
2024-03-03 17:38:00,1717696,-1116463
2024-03-03 17:38:15,2229606,-1468646
2024-03-03 17:38:30,2213321,-1481258
2024-03-03 17:38:45,1713776,-1159809
2024-03-03 17:39:00,2122771,-1437464
2024-03-03 17:39:15,2024616,-1370617
2024-03-03 17:39:30,1491994,-1008585
2024-03-03 17:39:45,1462109,-988976
2024-03-03 17:40:00,718780,-483613
2024-03-03 17:40:15,8784,-1088
2024-03-03 17:40:30,476111,-317948
2024-03-03 17:40:45,1395085,-942741
2024-03-03 17:41:00,1791813,-1212470
2024-03-03 17:41:15,2211849,-1503710
2024-03-03 17:41:30,2525556,-1743129
2024-03-03 17:41:45,2141043,-1490398
2024-03-03 17:42:00,2394667,-1662209
2024-03-03 17:42:15,2587239,-1776796
2024-03-03 17:42:30,2180249,-1479913
2024-03-03 17:42:45,1972751,-1335277
2024-03-03 17:43:00,1281999,-866287
2024-03-03 17:43:15,295167,-195733
2024-03-03 17:43:30,190323,-126771
2024-03-03 17:43:45,1122821,-774305
2024-03-03 17:44:00,1919295,-1331086
2024-03-03 17:44:15,2074453,-1444184
2024-03-03 17:44:30,2605686,-1828379
2024-03-03 17:44:45,2587021,-1830315
2024-03-03 17:45:00,2112477,-1496868
2024-03-03 17:45:15,2760992,-1968961
2024-03-03 17:45:30,2922583,-2100578
2024-03-03 17:45:45,2321545,-1671118
2024-03-03 17:46:00,1934673,-1392987
2024-03-03 17:46:15,774343,-552955
2024-03-03 17:46:30,8719,-1057
2024-03-03 17:46:45,1003179,-715072
2024-03-03 17:47:00,2058064,-1463373
2024-03-03 17:47:15,2213604,-1573566
2024-03-03 17:47:30,3031720,-2176154
2024-03-03 17:47:45,3123055,-2256544
2024-03-03 17:48:00,2494604,-1808060
2024-03-03 17:48:15,3094883,-2251429
2024-03-03 17:48:30,2971867,-2178160
2024-03-03 17:48:45,2306649,-1706457
2024-03-03 17:49:00,2305957,-1705891
2024-03-03 17:49:15,1191069,-882509
2024-03-03 17:49:30,19781,-9110
2024-03-03 17:49:45,553650,-392773
2024-03-03 17:50:00,1834037,-1326599
2024-03-03 17:50:15,2389928,-1723444
2024-03-03 17:50:30,2942582,-2130315
2024-03-03 17:50:45,3233609,-2350136
2024-03-03 17:51:00,2995865,-2201441
2024-03-03 17:51:15,3094403,-2275962
2024-03-03 17:51:30,3151974,-2328074
2024-03-03 17:51:45,2675564,-1991054
2024-03-03 17:52:00,2253306,-1675842
2024-03-03 17:52:15,1541948,-1147011
2024-03-03 17:52:30,428864,-314742
2024-03-03 17:52:45,216237,-153148
2024-03-03 17:53:00,1472590,-1071159
2024-03-03 17:53:15,2839172,-2089141
2024-03-03 17:53:30,2892318,-2127091
2024-03-03 17:53:45,3984179,-2965593
2024-03-03 17:54:00,4279336,-3209249
2024-03-03 17:54:15,3393995,-2547357
2024-03-03 17:54:30,3762424,-2816643
2024-03-03 17:54:45,3505248,-2640175
2024-03-03 17:55:00,2306979,-1727922
2024-03-03 17:55:15,1995075,-1497059
2024-03-03 17:55:30,843591,-632504
2024-03-03 17:55:45,8847,-1140
2024-03-03 17:56:00,936784,-676730
2024-03-03 17:56:15,2690006,-2002292
2024-03-03 17:56:30,3410478,-2588910
2024-03-03 17:56:45,4854092,-3704240
2024-03-03 17:57:00,6396496,-4953337
2024-03-03 17:57:15,5471272,-4228229
2024-03-03 17:57:30,6133168,-4720379
2024-03-03 17:57:45,4718977,-3607041
2024-03-03 17:58:00,2336587,-1748901
2024-03-03 17:58:15,2336586,-1748799
2024-03-03 17:58:30,1283946,-961043
2024-03-03 17:58:45,117525,-82836
2024-03-03 17:59:00,824069,-653712
2024-03-03 17:59:15,4516540,-4007947
2024-03-03 17:59:30,6925221,-6223535
2024-03-03 17:59:45,8224163,-7235712
2024-03-03 18:00:00,11213051,-9424057
2024-03-03 18:00:15,11389968,-9064791
2024-03-03 18:00:30,10506801,-8193602
2024-03-03 18:00:45,8697456,-6755411
2024-03-03 18:01:00,4486068,-3436652
2024-03-03 18:01:15,2417006,-1820398
2024-03-03 18:01:30,1771384,-1334893
2024-03-03 18:01:45,569649,-425586
2024-03-03 18:02:00,77726,-51488
2024-03-03 18:02:15,3449730,-4666211
2024-03-03 18:02:30,6722083,-9187861
2024-03-03 18:02:45,6723071,-9189106
2024-03-03 18:03:00,12683433,-13123445
2024-03-03 18:03:15,17513119,-14758842
2024-03-03 18:03:30,15809882,-12188626
2024-03-03 18:03:45,15096247,-11615724
2024-03-03 18:04:00,8409589,-6442982
2024-03-03 18:04:15,2706371,-2036261
2024-03-03 18:04:30,2486563,-1870156
2024-03-03 18:04:45,1148430,-861297
2024-03-03 18:05:00,8798,-1276
2024-03-03 18:05:15,1936338,-3239517
2024-03-03 18:05:30,4029575,-6750365
2024-03-03 18:05:45,5049375,-8515914
2024-03-03 18:06:00,10029151,-12372313
2024-03-03 18:06:15,16570385,-15034009
2024-03-03 18:06:30,18350425,-14229112
2024-03-03 18:06:45,18900684,-14612016
2024-03-03 18:07:00,12222057,-9435640
2024-03-03 18:07:15,3801833,-2913982
2024-03-03 18:07:30,2744278,-2100630
2024-03-03 18:07:45,1678645,-1278793
2024-03-03 18:08:00,310811,-231262
2024-03-03 18:08:15,616637,-1421382
2024-03-03 18:08:30,2843551,-7531231
2024-03-03 18:08:45,4487700,-11971510
2024-03-03 18:09:00,4575622,-12036274
2024-03-03 18:09:15,3866737,-9049227
2024-03-03 18:09:30,2153999,-3306895
2024-03-03 18:09:45,1271733,-910463
2024-03-03 18:10:00,1366664,-978947
2024-03-03 18:10:15,1084312,-775636
2024-03-03 18:10:30,776009,-553755
2024-03-03 18:10:45,627697,-446604
2024-03-03 18:11:00,235742,-164538
2024-03-03 18:11:15,8779,-1035
2024-03-03 18:11:30,520115,-369174
2024-03-03 18:11:45,1099139,-785962
2024-03-03 18:12:00,1147553,-820957
2024-03-03 18:12:15,1569718,-1139388
2024-03-03 18:12:30,1661990,-1224963
2024-03-03 18:12:45,1339891,-996177
2024-03-03 18:13:00,1570303,-1167246
2024-03-03 18:13:15,1359348,-1007309
2024-03-03 18:13:30,918957,-677218
2024-03-03 18:13:45,892664,-657811
2024-03-03 18:14:00,434849,-317469
2024-03-03 18:14:15,8780,-944
2024-03-03 18:14:30,348714,-253467
2024-03-03 18:14:45,976895,-720635
2024-03-03 18:15:00,1259589,-930951
2024-03-03 18:15:15,2035692,-1574274
2024-03-03 18:15:30,3216914,-2606489
2024-03-03 18:15:45,3531991,-2925219
2024-03-03 18:16:00,3652387,-3015971
2024-03-03 18:16:15,2829306,-2291679
2024-03-03 18:16:30,1418719,-1091525
2024-03-03 18:16:45,1057614,-790434
2024-03-03 18:17:00,694388,-517239
2024-03-03 18:17:15,152406,-109472
2024-03-03 18:17:30,156514,-116523
2024-03-03 18:17:45,802746,-607977
2024-03-03 18:18:00,1336321,-1014170
2024-03-03 18:18:15,1578481,-1223375
2024-03-03 18:18:30,4432707,-3770371
2024-03-03 18:18:45,6661585,-5802941
2024-03-03 18:19:00,6359249,-5573893
2024-03-03 18:19:15,5713265,-4931962
2024-03-03 18:19:30,3091229,-2560878
2024-03-03 18:19:45,1279376,-970448
2024-03-03 18:20:00,1036100,-784799
2024-03-03 18:20:15,367687,-273930
2024-03-03 18:20:30,9064,-1208
2024-03-03 18:20:45,1254290,-1061008
2024-03-03 18:21:00,1905539,-1567545
2024-03-03 18:21:15,2012143,-1650236
2024-03-03 18:21:30,4945702,-4278416
2024-03-03 18:21:45,8269832,-7313296
2024-03-03 18:22:00,8908942,-7945533
2024-03-03 18:22:15,9128199,-8090525
2024-03-03 18:22:30,5288369,-4576136
2024-03-03 18:22:45,1304420,-992583
2024-03-03 18:23:00,1306254,-994146
2024-03-03 18:23:15,648041,-488841
2024-03-03 18:23:30,16551,-7064
2024-03-03 18:23:45,881643,-760982
2024-03-03 18:24:00,2341528,-2017419
2024-03-03 18:24:15,2740312,-2336495
2024-03-03 18:24:30,4815083,-4205632
2024-03-03 18:24:45,8955164,-7984230
2024-03-03 18:25:00,11350702,-10218351
2024-03-03 18:25:15,11423481,-10274727
2024-03-03 18:25:30,8202735,-7285625
2024-03-03 18:25:45,3044883,-2572712
2024-03-03 18:26:00,1460657,-1142941
2024-03-03 18:26:15,998631,-778241
2024-03-03 18:26:30,278787,-212466
2024-03-03 18:26:45,265401,-227092
2024-03-03 18:27:00,2157257,-1905015
2024-03-03 18:27:15,3800543,-3350696
2024-03-03 18:27:30,3846059,-3388984
2024-03-03 18:27:45,10553175,-9373347
2024-03-03 18:28:00,15804525,-13998127
2024-03-03 18:28:15,14782510,-13098960
2024-03-03 18:28:30,13001999,-11477674
2024-03-03 18:28:45,6397209,-5595594
2024-03-03 18:29:00,1607507,-1336554
2024-03-03 18:29:15,1404032,-1168549
2024-03-03 18:29:30,609563,-503526
2024-03-03 18:29:45,8815,-1227
2024-03-03 18:30:00,2058672,-1960051
2024-03-03 18:30:15,4832725,-4532162
2024-03-03 18:30:30,5348952,-5048990
2024-03-03 18:30:45,9562888,-8549847
2024-03-03 18:31:00,13387514,-11345534
2024-03-03 18:31:15,13502247,-11099937
2024-03-03 18:31:30,13947720,-11479057
2024-03-03 18:31:45,8108951,-6668349
2024-03-03 18:32:00,1817281,-1514868
2024-03-03 18:32:15,1608079,-1371539
2024-03-03 18:32:30,900929,-767582
2024-03-03 18:32:45,93190,-73504
2024-03-03 18:33:00,1030026,-988786
2024-03-03 18:33:15,3769084,-3886639
2024-03-03 18:33:30,5475903,-5786499
2024-03-03 18:33:45,7547779,-7552106
2024-03-03 18:34:00,12508776,-11412713
2024-03-03 18:34:15,14531402,-12298546
2024-03-03 18:34:30,13887419,-11565481
2024-03-03 18:34:45,10218586,-8461354
2024-03-03 18:35:00,4252334,-3518003
2024-03-03 18:35:15,1661594,-1436968
2024-03-03 18:35:30,1234132,-1069920
2024-03-03 18:35:45,388946,-331189
2024-03-03 18:36:00,26094,-15362
2024-03-03 18:36:15,2403911,-3602919
2024-03-03 18:36:30,4771406,-7226478
2024-03-03 18:36:45,4776417,-7228165
2024-03-03 18:37:00,9548577,-10881527
2024-03-03 18:37:15,12683086,-11897601
2024-03-03 18:37:30,11754211,-9939429
2024-03-03 18:37:45,10636217,-8885943
2024-03-03 18:38:00,5988225,-4933784
2024-03-03 18:38:15,1725089,-1407394
2024-03-03 18:38:30,1592675,-1297802
2024-03-03 18:38:45,733288,-595494
2024-03-03 18:39:00,8782,-1280
2024-03-03 18:39:15,1395552,-2340840
2024-03-03 18:39:30,3286868,-5820099
2024-03-03 18:39:45,3868934,-6861462
2024-03-03 18:40:00,7488542,-10062864
2024-03-03 18:40:15,10452344,-10778026
2024-03-03 18:40:30,11176598,-9660957
2024-03-03 18:40:45,11507185,-9911668
2024-03-03 18:41:00,7009114,-5931888
2024-03-03 18:41:15,2585984,-2081323
2024-03-03 18:41:30,1755175,-1456727
2024-03-03 18:41:45,1079379,-893189
2024-03-03 18:42:00,205352,-165591
2024-03-03 18:42:15,465094,-1013892
2024-03-03 18:42:30,2340833,-5505030
2024-03-03 18:42:45,3755310,-8868594
2024-03-03 18:43:00,3754315,-8866096
2024-03-03 18:43:15,2682217,-6372387
2024-03-03 18:43:30,797112,-1859506
2024-03-03 18:43:45,8664,-1067
2024-03-03 18:44:00,8817,-1154
