"Time","dpc","interrupt","privileged","user"
2024-03-02 20:05:45,0.293,0.0585,1.39,9.52
2024-03-02 20:06:00,0.761,0.156,1.89,9.01
2024-03-02 20:06:15,0.137,0.0391,0.841,10.2
2024-03-02 20:06:30,0.509,0.117,1.47,9.42
2024-03-02 20:06:45,0.0391,0.137,1.04,9.51
2024-03-02 20:07:00,0.0781,0.0976,0.937,9.68
2024-03-02 20:07:15,0.137,0.0780,1.29,9.15
2024-03-02 20:07:30,1.72,0.0781,2.73,9.57
2024-03-02 20:07:45,0.0586,0.0781,0.645,8.93
2024-03-02 20:08:00,0.156,0.0586,1.05,9.24
2024-03-02 20:08:15,0.0978,0,0.665,8.68
2024-03-02 20:08:30,0,0.0587,0.841,9.10
2024-03-02 20:08:45,0,0,0.409,0.565
2024-03-02 20:09:00,0.0586,0.0195,0.391,0.332
2024-03-02 20:09:15,0,0,0.352,0.762
2024-03-02 20:09:30,0,0,0.370,0.331
2024-03-02 20:09:45,0,0,0.430,0.372
2024-03-02 20:10:00,0,0,0.254,0.390
2024-03-02 20:10:15,0.0195,0.0195,0.370,0.448
2024-03-02 20:10:30,0,0.0391,0.372,0.450
2024-03-02 20:10:45,0,0,0.313,0.606
2024-03-02 20:11:00,0,0.0195,0.428,0.526
2024-03-02 20:11:15,0,0.0195,0.507,0.410
2024-03-02 20:11:30,0,0,0.449,0.899
2024-03-02 20:11:45,0.0196,0.0196,0.704,0.899
2024-03-02 20:12:00,0.0196,0,0.392,0.548
2024-03-02 20:12:15,0,0.0391,0.273,0.410
2024-03-02 20:12:30,0,0,0.254,0.371
2024-03-02 20:12:45,0,0.0195,0.449,0.937
2024-03-02 20:13:00,0,0.0391,0.430,0.411
2024-03-02 20:13:15,0,0,0.371,0.411
2024-03-02 20:13:30,0,0,0.331,0.389
2024-03-02 20:13:45,0,0,0.352,0.469
2024-03-02 20:14:00,2.71,0.254,5.60,13.1
2024-03-02 20:14:15,2.58,0.254,5.81,13.1
2024-03-02 20:14:30,0.0586,0.0195,0.332,0.410
2024-03-02 20:14:45,1.01,0.0191,1.95,7.06
2024-03-02 20:15:00,1.25,0.0195,2.19,7.38
2024-03-02 20:15:15,0,0,0.996,1.64
2024-03-02 20:15:30,0,0,0.273,0.898
2024-03-02 20:15:45,0.0195,0.0195,0.273,0.449
2024-03-02 20:16:00,0,0,0.390,0.293
2024-03-02 20:16:15,3.14,0.0195,6.35,3.83
2024-03-02 20:16:30,3.32,0.0586,6.27,3.89
2024-03-02 20:16:45,0.0783,0,0.294,0.411
2024-03-02 20:17:00,1.74,0.196,3.64,7.95
2024-03-02 20:17:15,1.70,0.156,3.71,8.00
2024-03-02 20:17:30,0.0196,0.0196,0.430,0.372
2024-03-02 20:17:45,1.60,0.0195,2.58,6.51
2024-03-02 20:18:00,1.33,0.0780,2.42,6.69
2024-03-02 20:18:15,0.0196,0.0392,0.313,0.431
2024-03-02 20:18:30,0,0,0.488,0.918
2024-03-02 20:18:45,0,0,0.313,0.332
2024-03-02 20:19:00,0,0.0390,0.331,0.741
2024-03-02 20:19:15,4.38,0.0977,7.99,3.50
2024-03-02 20:19:30,4.24,0.117,7.60,3.71
2024-03-02 20:19:45,0,0.0195,0.528,0.489
2024-03-02 20:20:00,1.67,0.0779,2.79,11.3
2024-03-02 20:20:15,0.529,0.0979,1.68,8.93
2024-03-02 20:20:30,0.117,0.0391,0.860,8.93
2024-03-02 20:20:45,0.0195,0.0195,0.351,0.429
2024-03-02 20:21:00,1.27,0.154,2.55,6.95
2024-03-02 20:21:15,1.25,0.0196,2.29,6.69
2024-03-02 20:21:30,0,0,0.254,0.371
2024-03-02 20:21:45,0,0.0391,0.762,0.684
2024-03-02 20:22:00,0,0.0195,0.371,0.820
2024-03-02 20:22:15,0,0,0.351,0.351
2024-03-02 20:22:30,2.83,0.0391,5.57,2.25
2024-03-02 20:22:45,2.93,0.0781,5.35,2.44
2024-03-02 20:23:00,0,0,0.391,0.352
2024-03-02 20:23:15,0.509,0.0783,1.19,9.84
2024-03-02 20:23:30,0.646,0.137,2.80,9.02
2024-03-02 20:23:45,0.0391,0.0391,0.996,8.55
2024-03-02 20:24:00,2.23,0.0195,2.99,4.43
2024-03-02 20:24:15,1.39,0.0785,2.61,6.99
2024-03-02 20:24:30,0.959,0.0196,2.07,6.83
2024-03-02 20:24:45,0.0390,0.0585,0.371,0.410
2024-03-02 20:25:00,0,0,0.391,0.957
2024-03-02 20:25:15,0,0,0.742,1.95
2024-03-02 20:25:30,0.0195,0,0.390,0.331
2024-03-02 20:25:45,4.82,0.0391,8.13,3.54
2024-03-02 20:26:00,5.12,0.0586,8.57,3.38
2024-03-02 20:26:15,0,0,0.312,0.682
2024-03-02 20:26:30,1.25,0.0196,2.15,8.99
2024-03-02 20:26:45,0.527,0.117,1.46,8.98
2024-03-02 20:27:00,0.0782,0.0586,0.840,9.28
2024-03-02 20:27:15,3.30,0.117,4.57,13.7
2024-03-02 20:27:30,0.294,0.0588,1.39,7.27
2024-03-02 20:27:45,1.48,0,2.79,6.70
2024-03-02 20:28:00,0.468,0.0780,1.83,6.03
2024-03-02 20:28:15,0.0195,0,0.293,0.371
2024-03-02 20:28:30,0,0.0195,0.430,0.430
2024-03-02 20:28:45,0,0.0391,0.664,3.75
2024-03-02 20:29:00,2.36,0,4.14,1.70
2024-03-02 20:29:15,4.91,0.0782,8.35,3.11
2024-03-02 20:29:30,2.52,0.0390,4.53,1.85
2024-03-02 20:29:45,1.42,0.0586,2.91,6.91
2024-03-02 20:30:00,0.410,0.0976,1.56,8.99
2024-03-02 20:30:15,0.0391,0.0195,0.880,9.83
2024-03-02 20:30:30,0.0977,0.0586,1.47,9.93
2024-03-02 20:30:45,1.35,0.0585,2.79,11.7
2024-03-02 20:31:00,2.17,0.0781,3.52,6.23
2024-03-02 20:31:15,0.410,0.0585,1.41,6.81
2024-03-02 20:31:30,0,0.0195,0.391,0.273
2024-03-02 20:31:45,0.0195,0,0.313,0.879
2024-03-02 20:32:00,0.0195,0,0.449,0.352
2024-03-02 20:32:15,0,0,0.370,0.370
2024-03-02 20:32:30,4.92,0.0390,8.47,3.30
2024-03-02 20:32:45,4.58,0.0587,7.77,3.37
2024-03-02 20:33:00,0.0391,0.0195,0.469,0.449
2024-03-02 20:33:15,1.50,0.0780,2.32,9.17
2024-03-02 20:33:30,0.137,0.118,1.08,9.01
2024-03-02 20:33:45,0.0782,0.0587,0.509,9.54
2024-03-02 20:34:00,0.0783,0.0979,0.999,9.87
2024-03-02 20:34:15,0.547,0.117,2.35,15.7
2024-03-02 20:34:30,1.84,0.117,3.34,11.9
2024-03-02 20:34:45,0.547,0,1.52,6.47
2024-03-02 20:35:00,0.234,0,0.762,1.99
2024-03-02 20:35:15,0,0.0195,1.02,1.76
2024-03-02 20:35:30,0,0,0.176,0.391
2024-03-02 20:35:45,4.71,0.0779,8.24,4.11
2024-03-02 20:36:00,4.74,0.0195,8.03,3.86
2024-03-02 20:36:15,0,0,0.254,0.430
2024-03-02 20:36:30,2.89,0.215,4.35,10.6
2024-03-02 20:36:45,0.176,0.0782,1.04,8.63
2024-03-02 20:37:00,0.0585,0.117,1.15,9.56
2024-03-02 20:37:15,0.0976,0.0195,0.996,9.35
2024-03-02 20:37:30,2.90,0.0780,4.62,15.6
2024-03-02 20:37:45,0.449,0.0585,2.42,17.0
2024-03-02 20:38:00,0.527,0.0390,1.95,7.85
2024-03-02 20:38:15,0.508,0.0586,1.62,6.82
2024-03-02 20:38:30,0.0389,0,0.487,0.428
2024-03-02 20:38:45,0,0.0380,0.285,0.380
2024-03-02 20:39:00,3.88,0.0195,6.83,3.18
2024-03-02 20:39:15,4.48,0.0195,7.31,4.04
2024-03-02 20:39:30,0.939,0.0196,1.82,1.15
2024-03-02 20:39:45,1.50,0.0585,3.45,6.83
2024-03-02 20:40:00,0.371,0,1.44,10.6
2024-03-02 20:40:15,0.0586,0.0977,0.820,9.14
2024-03-02 20:40:30,0.156,0.137,1.13,9.65
2024-03-02 20:40:45,5.66,0.136,7.27,17.1
2024-03-02 20:41:00,2.68,0.137,5.72,14.4
2024-03-02 20:41:15,0.625,0.117,2.13,15.4
2024-03-02 20:41:30,0.509,0.0978,2.13,15.9
2024-03-02 20:41:45,0.371,0.117,1.51,16.4
2024-03-02 20:42:00,0.391,0.0391,1.49,7.43
2024-03-02 20:42:15,0,0,0.352,0.254
2024-03-02 20:42:30,3.74,0.0780,6.36,2.81
2024-03-02 20:42:45,4.69,0.0782,7.99,3.18
2024-03-02 20:43:00,0.684,0,1.60,1.60
2024-03-02 20:43:15,1.81,0.0585,3.75,6.63
2024-03-02 20:43:30,0.332,0.117,3.01,10.2
2024-03-02 20:43:45,0.137,0.0392,0.921,8.80
2024-03-02 20:44:00,0.255,0.118,1.45,9.06
2024-03-02 20:44:15,2.73,0.0195,3.50,16.4
2024-03-02 20:44:30,1.04,0.234,3.57,16.1
2024-03-02 20:44:45,0.0585,0.0976,0.917,16.6
2024-03-02 20:45:00,0.0587,0.137,1.14,16.1
2024-03-02 20:45:15,0.196,0.137,1.88,16.5
2024-03-02 20:45:30,0.136,0.214,7.41,14.7
2024-03-02 20:45:45,0.0390,0.0585,4.51,11.1
2024-03-02 20:46:00,0,0.0197,0.649,0.571
2024-03-02 20:46:15,0,0,0.255,0.451
2024-03-02 20:46:30,5.54,0,8.49,3.86
2024-03-02 20:46:45,4.51,0.0390,7.69,3.48
2024-03-02 20:47:00,0,0.0391,0.625,0.606
2024-03-02 20:47:15,5.81,0.0585,8.77,8.79
2024-03-02 20:47:30,0.528,0.0391,1.49,8.48
2024-03-02 20:47:45,0.156,0.0780,0.917,9.27
2024-03-02 20:48:00,0.742,0.0390,5.35,13.8
2024-03-02 20:48:15,5.53,0.176,10.1,14.4
2024-03-02 20:48:30,0.0587,0.0391,4.71,16.6
2024-03-02 20:48:45,0.273,0.0781,1.62,16.6
2024-03-02 20:49:00,0.215,0.0585,5.33,17.9
2024-03-02 20:49:15,0.136,0.0779,1.19,16.8
2024-03-02 20:49:30,0.117,0.0586,6.39,17.9
2024-03-02 20:49:45,0.0586,0.0391,6.04,18.1
2024-03-02 20:50:00,0.215,0.117,6.21,17.5
2024-03-02 20:50:15,0.292,0.0780,3.45,16.0
2024-03-02 20:50:30,0.215,0.176,1.25,16.5
2024-03-02 20:50:45,0.195,0.0976,1.31,17.8
2024-03-02 20:51:00,4.45,0.0390,7.67,9.64
2024-03-02 20:51:15,4.80,0.0780,8.17,7.10
