scenario,params_qos,params_clients,params_message_size,duration,step_name,request_count,ok,failed,received,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min,data_transfer_mean,data_transfer_max,data_transfer_all,start_date_time,test_build_time,test_init_start_time,test_init_end_time,test_clean_start_time,test_clean_end_time
benchmark-qos0-emqx-host-4cl,0,4,16,00:00:30,publish,1225856,1225856,0,1225856,40861.9,0,0.09,1995.52,0.01,0.02,0.06,0.08,8.88,16,16,16,19613696,2024-03-12T22:22:57,2024-03-12T22:22:57,2024-03-12T22:22:57,2024-03-12T22:23:02,2024-03-12T22:23:39,2024-03-12T22:24:00
benchmark-qos0-mosquitto-host-4cl,0,4,16,00:00:30,publish,2023951,2023951,0,2023951,67465,0,0.05,40.06,0.01,0.03,0.06,0.09,0.61,16,16,16,32383216,2024-03-12T22:24:00,2024-03-12T22:24:00,2024-03-12T22:24:00,2024-03-12T22:24:05,2024-03-12T22:24:40,2024-03-12T22:25:01
benchmark-qos0-activemq-host-8cl,0,8,16,00:00:30,publish,543882,543882,0,543882,18129.4,0,0.5,8898.79,0.02,0.03,0.08,0.13,48.42,16,16,16,8702112,2024-03-12T22:25:01,2024-03-12T22:25:01,2024-03-12T22:25:01,2024-03-12T22:25:06,2024-03-12T22:25:46,2024-03-12T22:26:13
benchmark-qos0-aedes-host-8cl,0,8,16,00:00:30,publish,786507,786507,0,786507,26216.9,0,0.33,5381.36,0.02,0.03,0.08,0.12,38.15,16,16,16,12584112,2024-03-12T22:26:14,2024-03-12T22:26:14,2024-03-12T22:26:14,2024-03-12T22:26:19,2024-03-12T22:26:57,2024-03-12T22:27:21
benchmark-qos0-emqx-host-8cl,0,8,16,00:00:30,publish,1711090,1711090,0,1711090,57036.3,0,0.13,2112.28,0.02,0.03,0.09,0.16,7.13,16,16,16,27377440,2024-03-12T22:27:21,2024-03-12T22:27:21,2024-03-12T22:27:21,2024-03-12T22:27:26,2024-03-12T22:28:01,2024-03-12T22:28:22
benchmark-qos0-mosquitto-host-8cl,0,8,16,00:00:30,publish,2292377,2292377,0,2239027,76412.6,0,0.09,41.18,0.02,0.03,0.09,0.2,1.04,16,16,16,36678032,2024-03-12T22:28:22,2024-03-12T22:28:22,2024-03-12T22:28:22,2024-03-12T22:28:27,2024-03-12T22:29:03,2024-03-12T22:29:24
benchmark-qos0-activemq-host-16cl,0,16,16,00:00:30,publish,677322,677322,0,672284,22577.4,0,0.76,4643.22,0.02,0.03,0.13,0.42,44.27,16,16,16,10837152,2024-03-12T22:29:24,2024-03-12T22:29:24,2024-03-12T22:29:24,2024-03-12T22:29:29,2024-03-12T22:30:07,2024-03-12T22:30:52
benchmark-qos0-aedes-host-16cl,0,16,16,00:00:30,publish,923270,923270,0,923270,30775.7,0,0.5,7440.65,0.02,0.03,0.14,0.4,48.49,16,16,16,14772320,2024-03-12T22:30:52,2024-03-12T22:30:52,2024-03-12T22:30:52,2024-03-12T22:30:57,2024-03-12T22:31:33,2024-03-12T22:32:05
benchmark-qos0-emqx-host-16cl,0,16,16,00:00:30,publish,2284313,2284313,0,2284313,76143.8,0,0.2,2664.94,0.02,0.04,0.14,1.11,7.47,16,16,16,36549008,2024-03-12T22:32:05,2024-03-12T22:32:05,2024-03-12T22:32:05,2024-03-12T22:32:10,2024-03-12T22:32:45,2024-03-12T22:33:06
benchmark-qos0-mosquitto-host-16cl,0,16,16,00:00:30,publish,2792949,2792949,0,2550457,93098.3,0,0.16,79.79,0.02,0.03,0.15,1.03,1.64,16,16,16,44687184,2024-03-12T22:33:06,2024-03-12T22:33:06,2024-03-12T22:33:06,2024-03-12T22:33:11,2024-03-12T22:33:46,2024-03-12T22:34:07
benchmark-qos0-activemq-host-32cl,0,32,16,00:00:30,publish,890130,890130,0,311201,29671,0,1.09,5542.08,0.02,0.03,0.22,3.52,54.99,16,16,16,14242080,2024-03-12T22:34:08,2024-03-12T22:34:08,2024-03-12T22:34:08,2024-03-12T22:34:13,2024-03-12T22:34:49,2024-03-12T22:35:34
benchmark-qos0-aedes-host-32cl,0,32,16,00:00:30,publish,1204998,1204998,0,1183818,40166.6,0,0.81,11272.08,0.02,0.03,0.23,2.85,70.17,16,16,16,19279968,2024-03-12T22:35:34,2024-03-12T22:35:34,2024-03-12T22:35:34,2024-03-12T22:35:39,2024-03-12T22:36:15,2024-03-12T22:37:01
benchmark-qos0-emqx-host-32cl,0,32,16,00:00:30,publish,3149097,3149097,0,25094,104969.9,0,0.29,161.61,0.02,0.03,0.27,7.7,2.71,16,16,16,50385552,2024-03-12T22:37:01,2024-03-12T22:37:01,2024-03-12T22:37:01,2024-03-12T22:37:06,2024-03-12T22:37:41,2024-03-12T22:38:02
benchmark-qos0-mosquitto-host-32cl,0,32,16,00:00:30,publish,2911715,2911715,0,2495180,97057.2,0,0.31,241.69,0.02,0.03,0.27,8.41,3.12,16,16,16,46587440,2024-03-12T22:38:02,2024-03-12T22:38:02,2024-03-12T22:38:02,2024-03-12T22:38:07,2024-03-12T22:38:42,2024-03-12T22:39:04
benchmark-qos0-activemq-host-64cl,0,64,16,00:00:30,publish,1567282,1567282,0,727516,52242.7,0,1.24,4761.38,0.02,0.03,0.32,14.15,43.36,16,16,16,25076512,2024-03-12T22:39:04,2024-03-12T22:39:04,2024-03-12T22:39:04,2024-03-12T22:39:09,2024-03-12T22:39:45,2024-03-12T22:40:30
benchmark-qos0-aedes-host-64cl,0,64,16,00:00:30,publish,2238305,2238305,0,1160489,74610.2,0,1.64,30785.58,0.02,0.03,0.34,13.38,179.16,16,16,16,35812880,2024-03-12T22:40:30,2024-03-12T22:40:30,2024-03-12T22:40:30,2024-03-12T22:40:35,2024-03-12T22:41:39,2024-03-12T22:42:01
benchmark-qos0-emqx-host-64cl,0,64,16,00:00:30,publish,3273367,3273367,0,1837,109112.2,0,0.56,484.32,0.02,0.03,0.41,16.59,5.47,16,16,16,52373872,2024-03-12T22:42:01,2024-03-12T22:42:01,2024-03-12T22:42:01,2024-03-12T22:42:06,2024-03-12T22:42:41,2024-03-12T22:43:02
benchmark-qos0-mosquitto-host-64cl,0,64,16,00:00:30,publish,3105945,3105945,0,2094116,103531.5,0,0.59,232.39,0.02,0.03,0.34,16.64,5.83,16,16,16,49695120,2024-03-12T22:43:03,2024-03-12T22:43:03,2024-03-12T22:43:03,2024-03-12T22:43:08,2024-03-12T22:43:43,2024-03-12T22:44:04
benchmark-qos0-activemq-host-128cl,0,128,16,00:00:30,publish,2618490,2618490,0,471750,87283,0,1.46,4300.47,0.02,0.03,1.68,24.48,36.43,16,16,16,41895840,2024-03-12T22:44:04,2024-03-12T22:44:04,2024-03-12T22:44:04,2024-03-12T22:44:09,2024-03-12T22:44:46,2024-03-12T22:45:32
benchmark-qos0-aedes-host-128cl,0,128,16,00:00:30,publish,3024827,3024827,0,682981,100827.6,0,1.59,14674.47,0.02,0.03,1.69,25.6,95.62,16,16,16,48397232,2024-03-12T22:45:32,2024-03-12T22:45:32,2024-03-12T22:45:32,2024-03-12T22:45:37,2024-03-12T22:46:20,2024-03-12T22:46:41
benchmark-qos0-emqx-host-128cl,0,128,16,00:00:30,publish,2776857,2776857,0,3880,92561.9,0,1.35,2249.55,0.03,0.03,1.66,25.58,18.35,16,16,16,44429712,2024-03-12T22:46:41,2024-03-12T22:46:41,2024-03-12T22:46:41,2024-03-12T22:46:47,2024-03-12T22:47:22,2024-03-12T22:47:43
benchmark-qos0-mosquitto-host-128cl,0,128,16,00:00:30,publish,3030037,3030037,0,1497442,101001.2,0,1.23,1042.06,0.02,0.03,1.39,28.59,13.89,16,16,16,48480592,2024-03-12T22:47:43,2024-03-12T22:47:43,2024-03-12T22:47:43,2024-03-12T22:47:48,2024-03-12T22:48:23,2024-03-12T22:48:44
benchmark-qos0-activemq-host-256cl,0,256,16,00:00:30,publish,3608483,3608483,0,458977,120282.8,0,2.08,2235.85,0.02,0.03,16.61,36.99,18.64,16,16,16,57735728,2024-03-12T22:48:44,2024-03-12T22:48:44,2024-03-12T22:48:45,2024-03-12T22:48:50,2024-03-12T22:49:25,2024-03-12T22:50:10
benchmark-qos0-aedes-host-256cl,0,256,16,00:00:30,publish,3301809,3301809,0,445579,110060.3,0,2.28,2140.07,0.02,0.03,7.27,37.82,25.79,16,16,16,52828944,2024-03-12T22:50:11,2024-03-12T22:50:11,2024-03-12T22:50:11,2024-03-12T22:50:16,2024-03-12T22:50:51,2024-03-12T22:51:12
benchmark-qos0-emqx-host-256cl,0,256,16,00:00:30,publish,3420284,3420284,0,3094,114009.5,0,2.2,2138.18,0.03,0.03,6.02,35.9,22.57,16,16,16,54724544,2024-03-12T22:51:12,2024-03-12T22:51:12,2024-03-12T22:51:12,2024-03-12T22:51:18,2024-03-12T22:51:53,2024-03-12T22:52:14
benchmark-qos0-mosquitto-host-256cl,0,256,16,00:00:30,publish,3121086,3121086,0,2165191,104036.2,0,2.41,1918.38,0.03,0.03,4.34,37.53,26.7,16,16,16,49937376,2024-03-12T22:52:14,2024-03-12T22:52:14,2024-03-12T22:52:14,2024-03-12T22:52:19,2024-03-12T22:52:55,2024-03-12T22:53:16
benchmark-qos1-activemq-host-1cl,1,1,16,00:00:30,publish,114469,114469,0,114469,3815.6,0.13,0.25,65.21,0.24,0.25,0.32,0.34,0.36,16,16,16,1831504,2024-03-12T22:53:16,2024-03-12T22:53:16,2024-03-12T22:53:16,2024-03-12T22:53:21,2024-03-12T22:53:56,2024-03-12T22:54:20
benchmark-qos1-aedes-host-1cl,1,1,16,00:00:30,publish,94646,94646,0,94646,3154.9,0.16,0.3,8.23,0.3,0.32,0.38,0.45,0.09,16,16,16,1514336,2024-03-12T22:54:20,2024-03-12T22:54:20,2024-03-12T22:54:20,2024-03-12T22:54:25,2024-03-12T22:55:00,2024-03-12T22:55:21
benchmark-qos1-emqx-host-1cl,1,1,16,00:00:30,publish,91725,91725,0,91725,3057.5,0.19,0.31,5.96,0.3,0.32,0.36,0.95,0.11,16,16,16,1467600,2024-03-12T22:55:22,2024-03-12T22:55:22,2024-03-12T22:55:22,2024-03-12T22:55:27,2024-03-12T22:56:02,2024-03-12T22:56:23
benchmark-qos1-mosquitto-host-1cl,1,1,16,00:00:30,publish,114430,114430,0,114430,3814.3,0.11,0.25,5.03,0.24,0.26,0.34,0.34,0.07,16,16,16,1830880,2024-03-12T22:56:23,2024-03-12T22:56:23,2024-03-12T22:56:23,2024-03-12T22:56:28,2024-03-12T22:57:02,2024-03-12T22:57:23
benchmark-qos1-activemq-host-2cl,1,2,16,00:00:30,publish,121320,121320,0,121320,4044,0.15,0.48,10.54,0.35,0.7,0.76,0.81,0.25,16,16,16,1941120,2024-03-12T22:57:23,2024-03-12T22:57:23,2024-03-12T22:57:23,2024-03-12T22:57:28,2024-03-12T22:58:03,2024-03-12T22:58:24
benchmark-qos1-aedes-host-2cl,1,2,16,00:00:30,publish,111011,111011,0,111011,3700.4,0.19,0.52,9.71,0.47,0.71,0.82,0.89,0.23,16,16,16,1776176,2024-03-12T22:58:25,2024-03-12T22:58:25,2024-03-12T22:58:25,2024-03-12T22:58:30,2024-03-12T22:59:05,2024-03-12T22:59:26
benchmark-qos1-emqx-host-2cl,1,2,16,00:00:30,publish,172579,172579,0,172579,5752.6,0.18,0.33,5.99,0.32,0.36,0.42,0.55,0.12,16,16,16,2761264,2024-03-12T22:59:26,2024-03-12T22:59:26,2024-03-12T22:59:26,2024-03-12T22:59:31,2024-03-12T23:00:06,2024-03-12T23:00:27
benchmark-qos1-mosquitto-host-2cl,1,2,16,00:00:30,publish,128115,128115,0,128115,4270.5,0.14,0.45,10.7,0.33,0.67,0.74,0.8,0.25,16,16,16,2049840,2024-03-12T23:00:27,2024-03-12T23:00:27,2024-03-12T23:00:27,2024-03-12T23:00:32,2024-03-12T23:01:07,2024-03-12T23:01:28
benchmark-qos1-activemq-host-4cl,1,4,16,00:00:30,publish,145783,145783,0,145783,4859.4,0.14,0.8,10.59,1.01,1.12,1.22,1.3,0.43,16,16,16,2332528,2024-03-12T23:01:29,2024-03-12T23:01:29,2024-03-12T23:01:29,2024-03-12T23:01:34,2024-03-12T23:02:09,2024-03-12T23:02:30
benchmark-qos1-aedes-host-4cl,1,4,16,00:00:30,publish,149027,149027,0,149027,4967.6,0.2,0.79,10.33,0.75,1,1.21,1.35,0.3,16,16,16,2384432,2024-03-12T23:02:30,2024-03-12T23:02:30,2024-03-12T23:02:30,2024-03-12T23:02:35,2024-03-12T23:03:10,2024-03-12T23:03:31
benchmark-qos1-emqx-host-4cl,1,4,16,00:00:30,publish,297668,297668,0,297668,9922.3,0.17,0.39,8.99,0.36,0.41,0.54,1.14,0.21,16,16,16,4762688,2024-03-12T23:03:31,2024-03-12T23:03:31,2024-03-12T23:03:31,2024-03-12T23:03:36,2024-03-12T23:04:11,2024-03-12T23:04:32
benchmark-qos1-mosquitto-host-4cl,1,4,16,00:00:30,publish,142805,142805,0,142805,4760.2,0.12,0.82,10.94,1.03,1.1,1.18,1.25,0.42,16,16,16,2284880,2024-03-12T23:04:33,2024-03-12T23:04:33,2024-03-12T23:04:33,2024-03-12T23:04:38,2024-03-12T23:05:13,2024-03-12T23:05:34
benchmark-qos1-activemq-host-8cl,1,8,16,00:00:30,publish,154904,154904,0,154904,5163.5,0.14,1.52,11,1.83,1.99,2.12,2.39,0.71,16,16,16,2478464,2024-03-12T23:05:34,2024-03-12T23:05:34,2024-03-12T23:05:34,2024-03-12T23:05:39,2024-03-12T23:06:14,2024-03-12T23:06:35
benchmark-qos1-aedes-host-8cl,1,8,16,00:00:30,publish,177940,177940,0,177940,5931.3,0.21,1.32,10.79,1.32,1.55,1.76,2.11,0.39,16,16,16,2847040,2024-03-12T23:06:35,2024-03-12T23:06:35,2024-03-12T23:06:35,2024-03-12T23:06:40,2024-03-12T23:07:16,2024-03-12T23:07:37
benchmark-qos1-emqx-host-8cl,1,8,16,00:00:30,publish,541442,541442,0,74891,18048.1,0.16,0.43,15.92,0.37,0.44,0.61,1.89,0.36,16,16,16,8663072,2024-03-12T23:07:37,2024-03-12T23:07:37,2024-03-12T23:07:37,2024-03-12T23:07:42,2024-03-12T23:08:17,2024-03-12T23:08:38
benchmark-qos1-mosquitto-host-8cl,1,8,16,00:00:30,publish,147853,147853,0,147853,4928.4,0.12,1.59,20.11,1.83,1.95,2.08,2.29,0.66,16,16,16,2365648,2024-03-12T23:08:38,2024-03-12T23:08:38,2024-03-12T23:08:38,2024-03-12T23:08:43,2024-03-12T23:09:18,2024-03-12T23:09:39
benchmark-qos1-activemq-host-16cl,1,16,16,00:00:30,publish,227232,227232,0,227232,7574.4,0.14,2.07,13.69,1.82,3.54,3.94,4.33,1.37,16,16,16,3635712,2024-03-12T23:09:39,2024-03-12T23:09:39,2024-03-12T23:09:39,2024-03-12T23:09:44,2024-03-12T23:10:20,2024-03-12T23:10:41
benchmark-qos1-aedes-host-16cl,1,16,16,00:00:30,publish,186950,186950,0,186950,6231.7,0.22,2.52,11.25,2.58,2.83,3.03,4.2,0.57,16,16,16,2991200,2024-03-12T23:10:41,2024-03-12T23:10:41,2024-03-12T23:10:41,2024-03-12T23:10:46,2024-03-12T23:11:21,2024-03-12T23:11:42
benchmark-qos1-emqx-host-16cl,1,16,16,00:00:30,publish,1010914,1010914,0,28410,33697.1,0.18,0.45,15.9,0.36,0.42,0.62,3.46,0.58,16,16,16,16174624,2024-03-12T23:11:42,2024-03-12T23:11:42,2024-03-12T23:11:42,2024-03-12T23:11:47,2024-03-12T23:12:22,2024-03-12T23:12:43
benchmark-qos1-mosquitto-host-16cl,1,16,16,00:00:30,publish,203081,203081,0,203081,6769.4,0.12,2.32,20.26,2.95,3.56,3.8,4.66,1.4,16,16,16,3249296,2024-03-12T23:12:44,2024-03-12T23:12:44,2024-03-12T23:12:44,2024-03-12T23:12:49,2024-03-12T23:13:24,2024-03-12T23:13:45
benchmark-qos1-activemq-host-32cl,1,32,16,00:00:30,publish,590484,590484,0,590484,19682.8,0.14,1.59,18.53,1.41,2.06,3.61,6.19,1.22,16,16,16,9447744,2024-03-12T23:13:45,2024-03-12T23:13:45,2024-03-12T23:13:45,2024-03-12T23:13:50,2024-03-12T23:14:25,2024-03-12T23:14:46
benchmark-qos1-aedes-host-32cl,1,32,16,00:00:30,publish,190523,190523,0,190523,6350.8,0.21,4.96,20,5.09,5.36,5.79,7.92,0.98,16,16,16,3048368,2024-03-12T23:14:47,2024-03-12T23:14:47,2024-03-12T23:14:47,2024-03-12T23:14:52,2024-03-12T23:15:27,2024-03-12T23:15:48
benchmark-qos1-emqx-host-32cl,1,32,16,00:00:30,publish,1298623,1298623,0,16456,43287.4,0.19,0.71,22.9,0.52,0.62,1.05,5.84,1,16,16,16,20777968,2024-03-12T23:15:48,2024-03-12T23:15:48,2024-03-12T23:15:48,2024-03-12T23:15:53,2024-03-12T23:16:28,2024-03-12T23:16:49
benchmark-qos1-mosquitto-host-32cl,1,32,16,00:00:30,publish,804127,804127,0,634350,26804.2,0.12,1.16,21.06,1.07,1.35,2.43,5.97,1.06,16,16,16,12866032,2024-03-12T23:16:49,2024-03-12T23:16:49,2024-03-12T23:16:49,2024-03-12T23:16:54,2024-03-12T23:17:30,2024-03-12T23:17:51
benchmark-qos1-activemq-host-64cl,1,64,16,00:00:30,publish,1405779,1405779,0,1405779,46859.3,0.15,1.32,38.78,1.01,1.25,6.14,10.51,1.99,16,16,16,22492464,2024-03-12T23:17:51,2024-03-12T23:17:51,2024-03-12T23:17:51,2024-03-12T23:17:56,2024-03-12T23:18:31,2024-03-12T23:18:52
benchmark-qos1-aedes-host-64cl,1,64,16,00:00:30,publish,211709,211709,0,211709,7057,0.21,8.93,39.45,10.08,11.66,14.99,17.98,4.44,16,16,16,3387344,2024-03-12T23:18:52,2024-03-12T23:18:52,2024-03-12T23:18:52,2024-03-12T23:18:57,2024-03-12T23:19:32,2024-03-12T23:19:53
benchmark-qos1-emqx-host-64cl,1,64,16,00:00:30,publish,1323300,1323300,0,13738,44110,0.19,1.41,21.81,0.99,1.27,5.56,9.65,1.69,16,16,16,21172800,2024-03-12T23:19:54,2024-03-12T23:19:54,2024-03-12T23:19:54,2024-03-12T23:19:59,2024-03-12T23:20:34,2024-03-12T23:20:55
benchmark-qos1-mosquitto-host-64cl,1,64,16,00:00:30,publish,1137296,1137296,0,394068,37909.9,0.13,1.64,20.85,1.42,1.7,5.85,9.53,1.7,16,16,16,18196736,2024-03-12T23:20:55,2024-03-12T23:20:55,2024-03-12T23:20:55,2024-03-12T23:21:00,2024-03-12T23:21:35,2024-03-12T23:21:56
benchmark-qos1-activemq-host-128cl,1,128,16,00:00:30,publish,1262293,1262293,0,1262293,42076.4,0.14,2.97,41.96,2.19,2.66,10.94,15.58,3.39,16,16,16,20196688,2024-03-12T23:21:57,2024-03-12T23:21:57,2024-03-12T23:21:57,2024-03-12T23:22:02,2024-03-12T23:22:37,2024-03-12T23:22:58
benchmark-qos1-aedes-host-128cl,1,128,16,00:00:30,publish,224600,224600,0,224600,7486.7,0.2,16.87,80.35,18.99,24.21,30.48,36.38,9.78,16,16,16,3593600,2024-03-12T23:22:58,2024-03-12T23:22:58,2024-03-12T23:22:58,2024-03-12T23:23:03,2024-03-12T23:23:38,2024-03-12T23:24:00
benchmark-qos1-emqx-host-128cl,1,128,16,00:00:30,publish,1335955,1335955,0,10672,44531.8,0.21,2.8,31.94,1.83,2.55,10.46,14.94,3.16,16,16,16,21375280,2024-03-12T23:24:00,2024-03-12T23:24:00,2024-03-12T23:24:00,2024-03-12T23:24:05,2024-03-12T23:24:40,2024-03-12T23:25:01
benchmark-qos1-mosquitto-host-128cl,1,128,16,00:00:30,publish,1455074,1455074,0,211032,48502.5,0.15,2.56,48.31,1.61,1.87,11.22,15.58,3.44,16,16,16,23281184,2024-03-12T23:25:01,2024-03-12T23:25:01,2024-03-12T23:25:01,2024-03-12T23:25:06,2024-03-12T23:25:41,2024-03-12T23:26:03
benchmark-qos1-activemq-host-256cl,1,256,16,00:00:30,publish,1158618,1158618,0,1158618,38620.6,0.17,6.51,140.32,4.31,9.35,20.62,26.22,6.89,16,16,16,18537888,2024-03-12T23:26:03,2024-03-12T23:26:03,2024-03-12T23:26:03,2024-03-12T23:26:08,2024-03-12T23:26:43,2024-03-12T23:27:04
benchmark-qos1-aedes-host-256cl,1,256,16,00:00:30,publish,217010,217010,0,217010,7233.7,0.24,34.93,136.71,36.54,50.78,64.77,76.86,20.22,16,16,16,3472160,2024-03-12T23:27:05,2024-03-12T23:27:05,2024-03-12T23:27:05,2024-03-12T23:27:10,2024-03-12T23:27:45,2024-03-12T23:28:06
benchmark-qos1-emqx-host-256cl,1,256,16,00:00:30,publish,1225919,1225919,0,9741,40864,0.23,6.14,76.07,3.34,6.14,18.96,25.02,6.33,16,16,16,19614704,2024-03-12T23:28:06,2024-03-12T23:28:06,2024-03-12T23:28:06,2024-03-12T23:28:12,2024-03-12T23:28:47,2024-03-12T23:29:08
benchmark-qos1-mosquitto-host-256cl,1,256,16,00:00:30,publish,1288243,1288243,0,111031,42941.4,0.22,5.84,77.33,2.52,4.81,19.6,25.17,6.62,16,16,16,20611888,2024-03-12T23:29:08,2024-03-12T23:29:08,2024-03-12T23:29:08,2024-03-12T23:29:13,2024-03-12T23:29:48,2024-03-12T23:30:09
benchmark-qos2-activemq-host-1cl,2,1,16,00:00:30,publish,61205,61205,0,61205,2040.2,0.28,0.47,6.16,0.46,0.53,0.57,0.61,0.09,16,16,16,979280,2024-03-12T23:30:10,2024-03-12T23:30:10,2024-03-12T23:30:10,2024-03-12T23:30:15,2024-03-12T23:30:50,2024-03-12T23:31:11
benchmark-qos2-aedes-host-1cl,2,1,16,00:00:30,publish,42686,42686,0,42686,1422.9,0.5,0.68,3.38,0.66,0.7,0.8,0.89,0.08,16,16,16,682976,2024-03-12T23:31:11,2024-03-12T23:31:11,2024-03-12T23:31:11,2024-03-12T23:31:16,2024-03-12T23:31:51,2024-03-12T23:32:12
benchmark-qos2-emqx-host-1cl,2,1,16,00:00:30,publish,53707,53707,0,53707,1790.2,0.34,0.54,4.42,0.52,0.56,0.66,1.34,0.16,16,16,16,859312,2024-03-12T23:32:12,2024-03-12T23:32:12,2024-03-12T23:32:12,2024-03-12T23:32:17,2024-03-12T23:32:52,2024-03-12T23:33:14
benchmark-qos2-mosquitto-host-1cl,2,1,16,00:00:30,publish,67802,67802,0,67802,2260.1,0.26,0.42,4.59,0.43,0.46,0.49,0.53,0.08,16,16,16,1084832,2024-03-12T23:33:14,2024-03-12T23:33:14,2024-03-12T23:33:14,2024-03-12T23:33:19,2024-03-12T23:33:54,2024-03-12T23:34:15
benchmark-qos2-activemq-host-2cl,2,2,16,00:00:30,publish,76216,76216,0,76216,2540.5,0.29,0.77,10.68,0.52,1.17,1.29,1.4,0.38,16,16,16,1219456,2024-03-12T23:34:15,2024-03-12T23:34:15,2024-03-12T23:34:15,2024-03-12T23:34:20,2024-03-12T23:34:55,2024-03-12T23:35:16
benchmark-qos2-aedes-host-2cl,2,2,16,00:00:30,publish,47826,47826,0,47826,1594.2,0.48,1.23,11.34,1.01,1.74,1.89,2.06,0.53,16,16,16,765216,2024-03-12T23:35:17,2024-03-12T23:35:17,2024-03-12T23:35:17,2024-03-12T23:35:22,2024-03-12T23:35:57,2024-03-12T23:36:18
benchmark-qos2-emqx-host-2cl,2,2,16,00:00:30,publish,98373,98373,0,98373,3279.1,0.36,0.59,4.89,0.56,0.61,0.74,1.44,0.17,16,16,16,1573968,2024-03-12T23:36:18,2024-03-12T23:36:18,2024-03-12T23:36:18,2024-03-12T23:36:23,2024-03-12T23:36:58,2024-03-12T23:37:19
benchmark-qos2-mosquitto-host-2cl,2,2,16,00:00:30,publish,71093,71093,0,71093,2369.8,0.29,0.82,9.99,0.52,1.24,1.36,1.44,0.44,16,16,16,1137488,2024-03-12T23:37:19,2024-03-12T23:37:19,2024-03-12T23:37:19,2024-03-12T23:37:24,2024-03-12T23:37:59,2024-03-12T23:38:20
